,data,label
10961,0),1.0
10962,'token does not exist or has been revoked' ),0.0
10963,"for n in range(i*_slice-P, i*_slice+P+1):",0.0
10964,"if isinstance(format_msg, basestring):",0.0
10965,self.db.Model.insert_one(kwargs),0.0
10966,"Each tuple then must contain exactly two numbers, denoting",1.0
10967,'image upload failed: can not fetch upload info',0.0
10968,prog = int(async.stdout.split()[-1])+1,0.0
10969,"auth_headers = {""Content-Type"": ""application/x-www-form-urlencoded""}",0.0
10970,forward = reaction.forward_variable,0.0
10971,"r'~""|~\''",0.0
10972,"less efficient, but catch all solution",1.0
10973,this only works for unary functions,1.0
10974,"def cyclic_decoder(self,codewords):",0.0
10975,ensure that we write and retrieve the counter in one go for consistency,1.0
10976,"zoom_around_mask=zoom_around_mask,",0.0
10977,buf3.cbBuffer = 0,0.0
10978,if error_type:,0.0
10979,"w (float or int): width of plot in inches at 72 dpi, default is 10",1.0
10980,methods.append(VDI_PPDS),0.0
10981,".. [3] Jakob, Antje, Hans Grensemann, Jürgen Lohmann, and Jürgen Gmehling.",1.0
10982,"logg.debug('appending sys path %s', p)",0.0
10983,Create the Interchange process and connect to it.,1.0
10984,"def _match_processes(self, pid, name, cur_process):",0.0
10985,"output_dir.mkdir(exist_ok=True, parents=True)",0.0
10986,"for key, smart in catalog.items():",0.0
10987,outside = (x < range[0]) | (x > range[1]),0.0
10988,"def GetSiblingControl(self, condition: Callable, forward: bool = True) -> 'Control':",0.0
10989,if start_pos > -1:,0.0
10990,m.close(),0.0
10991,with self.lock:,0.0
10992,"current_latch_data = [pin,",0.0
10993,commit_id = vcs_instance.getCommitId(),0.0
10994,"journal_name = """"",0.0
10995,try:,0.0
10996,ratio = new_val / base_val,0.0
10997,"for vm_ref, rec in recs.iteritems():",0.0
10998,Returns:,1.0
10999,timeStart=time.clock(),0.0
11000,'command cowardly declines to create it.'),0.0
11001,x: int.,1.0
11002,static.update(self.__intermediate_address(address)),0.0
11003,therein will be considered,1.0
11004,"It also makes sure there's no cyclic reference, and if so raises CyclicReferenceError.",1.0
11005,"LOGGER.error(""No grades data found for [%d]: [%s], [%s]"", enterprise_enrollment.pk, course_id, username)",0.0
11006,Assume fs is 2400 ksps,1.0
11007,else:,0.0
11008,"def approve(group_id, user_id):",0.0
11009,rule = rule[1:],0.0
11010,----------,1.0
11011,nameTag.text = propertyName,0.0
11012,"fullcomp(data.paramsdict[""restriction_overhang""][1])[::-1] \",0.0
11013,env_exists = os.path.isdir(env),0.0
11014,backend=backend,0.0
11015,metadata : dictionary,1.0
11016,Args:,1.0
11017,"method=method,",0.0
11018,plt.ylabel('recovered fraction of periodic variables'),0.0
11019,"if hasattr(TimeZone, tz):",0.0
11020,create an output file to write clusters to,1.0
11021,ysv_ext0 = ysv_ext1 = ysb,0.0
11022,:returns:,1.0
11023,"etree.SubElement(responseEL, ""{DAV:}href"").text = href",0.0
11024,"logger.warn(""%d %d"", len(words), len(columns))",0.0
11025,new_labels = [],0.0
11026,s = self.settings,0.0
11027,Convert two words to a floating point,1.0
11028,if not cron_crontabs:,0.0
11029,_exc('Invalid operator'),0.0
11030,A dict containing the total proper motion,1.0
11031,FtpHandler.download_folder() will download all the files,1.0
11032,"self._cpu.write_int(address, value, size * 8)",0.0
11033,per_instance (bool): Is this buffer per instance data for instanced rendering?,1.0
11034,Example:,1.0
11035,right top,1.0
11036,"shell_output = shell_output.decode(""utf-8"")",0.0
11037,"If one of the nodes in this list intersects with a subgraph,",1.0
11038,Handle unrecognised characters.,1.0
11039,date_command = LatexCommand(,0.0
11040,elif 'exception' in msg:,0.0
11041,"realPath = os.path.join(self.__path, relativePath)",0.0
11042,"query = query.group_by(models.Subnet.segment_id, models.Subnet.id)",0.0
11043,self.__current_level += 1,0.0
11044,"logger.info(""RANDOM: buf points to invalid address. Returning EFAULT"")",0.0
11045,best phased LC comes next #,1.0
11046,"ordering_visualizer.show_ordering_diagram(analyser, 3);",1.0
11047,"def _from_parts(cls, args, init=True):",0.0
11048,Compute stop-to-stop networks for all travel modes and combine them into a single network.,1.0
11049,"* 'SURF', an estimation method using a",1.0
11050,word = word[:-1],0.0
11051,Installs the mod-evasive Apache module for combating DDOS attacks.,1.0
11052,A file link,1.0
11053,>>>         return 'bar',1.0
11054,skipOne = False,0.0
11055,This is an array of time values that will be used as the time base.,1.0
11056,elif marker_id == 1:,0.0
11057,return exec_fu,0.0
11058,status = 'OK',0.0
11059,add merged cluster to moments,1.0
11060,"f.write('float32_t ba_coeff[%d] = { //b0,b1,b2,a1,a2,... by stage\n' % (5 * Ns))",0.0
11061,"amount,",0.0
11062,name = name.lower(),0.0
11063,"create_capacity_tear_sheet(returns, positions, transactions,",0.0
11064,except:,0.0
11065,End of file,1.0
11066,self._setEncoderParams(),0.0
11067,if not self.periodic:,0.0
11068,"def traverse_pagination(response, endpoint):",0.0
11069,@param[in] object1 (array_like): The first array_like object.,1.0
11070,path : str,1.0
11071,if pg_basen_lower_noext in f:,0.0
11072,"def show(self, pair_filter=None, **kwargs):",0.0
11073,time.sleep(0.1),0.0
11074,"task = Task(self.workflow, task_spec, self, state=state)",0.0
11075,"params[""persistentJobGUID""] = str(uuid.uuid1())",0.0
11076,localized_datetime = project_tz.localize(doc_datetime),0.0
11077,Update the source function of the formula.,1.0
11078,:param force: whether to ignore memory permissions,1.0
11079,can be queried by :meth:`.getInferenceType`.,1.0
11080,"user=user,",0.0
11081,It rewards nodes with a high potential of (indirectly) connecting to high-scoring nodes.,1.0
11082,self.name_type = user_.name_type,0.0
11083,We desire to index content so that anything we want to be textually searchable(and therefore needing to be,1.0
11084,'):,1.0
11085,neighbor_ip = napalm_base.helpers.ip(,0.0
11086,:type masks: list(regular expression object),1.0
11087,doc_namespace = doc_term.split(',0.0
11088,"'recfrac-binned-magnitudes-vartype.%s' % plotfile_ext),",0.0
11089,pass,0.0
11090,". relaPath (None, str): relative directory path from where to",1.0
11091,r1_start >= 1,0.0
11092,"for encoderArg, value in self.kwArgs.iteritems():",0.0
11093,Connects and subscribes to the WebSocket Feed.,1.0
11094,"print(""creating"",saveAs,'...')",0.0
11095,else:,0.0
11096,with this scalar result. Each element of the list should be a dict,1.0
11097,The mask whose unmasked pixels (*False*) are used to generate the grid-stack's grid_stack.,1.0
11098,-------,1.0
11099,if context is not None: p['context'] = context,0.0
11100,List bookmarked projects for user.,1.0
11101,"except (PolyaxonHTTPError, PolyaxonShouldExitError, PolyaxonClientException) as e:",0.0
11102,weights = [],0.0
11103,convert_obo_graph_to_belanno(,0.0
11104,for role in roles:,0.0
11105,complete_query_later = False,1.0
11106,"http_auth = _googleauth(key_file=key_file, user_agent=user_agent)",0.0
11107,"task='preview',",0.0
11108,cfg += '\tproxy_max_temp_file_size 0;\n',0.0
11109,sys.exit(1),0.0
11110,working directory. Call the `runcp_producer_loop_savedstate` function,1.0
11111,Busy wait...,1.0
11112,"would also be incorrect, for a subtler reason:  the RHS",1.0
11113,go until end of the file,1.0
11114,"with open(info_path, 'r') as info_file:",0.0
11115,Mark Wickert April 2014,1.0
11116,the number provided as the sigma-multiplier to cut out from the input,1.0
11117,"def delete_model_genes(cobra_model, gene_list,",0.0
11118,durations.size)),0.0
11119,md += [''],0.0
11120,"for key in [""current"", ""today"", ""tomorrow""]:",0.0
11121,image: img-like object or str,1.0
11122,gaia_id=entity.id.gaia_id),0.0
11123,"return cmdline.replace('\x00', ' ')",0.0
11124,Snapshot bucket and add files in record during first publishing.,1.0
11125,X = [[w + index_from for w in x] for x in X],0.0
11126,"command = 'gsutil -u %s -mq cp ""%s"" ""%s""' % (",0.0
11127,"g_eta_raw = np.exp(np.dot(XX, eta)) * mask",0.0
11128,pdesc = pdesc_level[j],0.0
11129,0.995098039216,1.0
11130,else:,0.0
11131,id = a.id,0.0
11132,x = [x],0.0
11133,return func('mysql %(options)s --execute=%(query)s' % {,0.0
11134,def regenerate_good_tokens(string):,0.0
11135,if acquired:,0.0
11136,if r.env.wsgi_enabled:,0.0
11137,p = self.parent,0.0
11138,Creates json documents validator from spec resolver.,1.0
11139,cmd = 'curveto',0.0
11140,----------,1.0
11141,"'times':None,",0.0
11142,redo_directories = [],0.0
11143,gaps = [],0.0
11144,Predict if a particular sample is an outlier or not.,1.0
11145,"util.apply_changesets(args, path, lcat)",0.0
11146,"m = re.findall(self.re[""citation""], markup)",0.0
11147,"str(kwargs['width']),",0.0
11148,"indexes = indexes_seqs(ol,src_value,seqs)",0.0
11149,"dspec.versionReq(), shrinkwrap_msg, self.getName()",0.0
11150,hdrinfo['campaign'])),0.0
11151,":return: The data sharing consent object, or None if the enterprise customer for the given UUID does not exist.",1.0
11152,"account[""options""][""memo_key""],",0.0
11153,if name is None:,0.0
11154,partial_match=False):,0.0
11155,The parameter `ps`,1.0
11156,else:,0.0
11157,:return: Full Text Language Name,1.0
11158,"passed, it will be set from the global configuration singleton.",1.0
11159,stampNum += 1,0.0
11160,def format_time_point(,0.0
11161,if response.status_code == 200:,0.0
11162,else:,0.0
11163,return return_dict,0.0
11164,:param `**kwargs`: Keyword arguments used to look up job resource object to monitor if ``pk`` is,1.0
11165,"pandas.Series, pandas.DataFrame or None",1.0
11166,dict_ (dict): dictionary to invert,1.0
11167,file associated with the object in the input period-finding result,1.0
11168,No policy OID means the trust result is for all purposes,1.0
11169,in the flow is multipath then a valid :class:`Rule` subclass must be,1.0
11170,if normalise:,0.0
11171,:param node: the node to be queried,1.0
11172,Parameters,1.0
11173,Now compute how many 4-year cycles precede it.,1.0
11174,rel_paths : list (or list-like),1.0
11175,return exploration,0.0
11176,"self.COURSES_ENDPOINT,",0.0
11177,"min_op, _ = self.minimize_(loss, sampled_loss, var_list=variables)",0.0
11178,hotKeyId += 1,0.0
11179,"outstr, _leaf_info = _format_list(data, **kwargs)",0.0
11180,"default=False, help=""There is a vanishingly small chance of false""",0.0
11181,mgr = plugins_get_mgr(),0.0
11182,serialize the datetime date as utc string,1.0
11183,Get configuration value.,1.0
11184,var (Variable object): variable,1.0
11185,raise temple.exceptions.InvalidEnvironmentError(msg),0.0
11186,if ledtype is None:,0.0
11187,"res = AggregateResult(rows, cursor, schema)",0.0
11188,timecols : list of str or None,1.0
11189,"def record_add_fields(rec, tag, fields, field_position_local=None,",0.0
11190,output_map = self._sanitize_outputs(),0.0
11191,layoutTab.EditControl(AutomationId='301').GetValuePattern().SetValue('300'),0.0
11192,columnSegments.extend([[] for _ in xrange(len(columnSegmentsProto))]),0.0
11193,if not prep_only and not self.is_local:,0.0
11194,"if propupdatemethod == ""remove"":",0.0
11195,if not self._discovered.wait(timeout_sec):,0.0
11196,number_stimulated_neighbors += 1.0;,0.0
11197,cplist_objectids = [],0.0
11198,'CourseCatalogApiServiceClient is improperly configured. ',0.0
11199,:param list_id: The unique id for the list.,1.0
11200,"Non-Hydrocarbons."" Journal of Chemical & Engineering Data, October 5,",1.0
11201,bestperiod = nbestperiods[0],0.0
11202,self._configure_io_handler(handler),0.0
11203,vals = np.array(vals).reshape(shape1),0.0
11204,n=0,0.0
11205,if alpha.size == 1:,0.0
11206,continue,0.0
11207,"def potential_from_grid(self, grid, tabulate_bins=1000):",0.0
11208,transpositions but substrings may only be edited once,1.0
11209,"pp(2, drad, sim, crb, 'a')",0.0
11210,"[[40, 80, 60, 60], [20, 40, 40, 40]]",1.0
11211,prbParameters.append(paramList[i-1]),0.0
11212,"separate_repr = [ [0, 1, 2], [3, 4, 5, 9, 10], [6, 7, 8], [11, 12, 13, 14] ]);",0.0
11213,"self.log.debug(""creating new figure"")",0.0
11214,"def connections(self, name):",0.0
11215,An annotation array where every annotation has been sliced.,1.0
11216,response = self._perform_request(,0.0
11217,Parameters,1.0
11218,0.125,1.0
11219,----------,1.0
11220,newsec += pri,0.0
11221,adding an axis to newcatg makes it write about 1000X faster.,1.0
11222,[self._validate_pin(pin) for pin in pins],0.0
11223,object_list = paginator.page(paginator.num_pages),0.0
11224,Retrieves the strip footprint WKT string given a cat ID.,1.0
11225,ifilter[idx] = True,0.0
11226,params = key_info['private_key_algorithm']['parameters'],0.0
11227,if not args.no_db_driver:,0.0
11228,return bool(self.password),0.0
11229,"maxsnp = co5[""snps""][hslice:hslice+optim].sum()",0.0
11230,:width: 80%,1.0
11231,sigclip=sigclip),0.0
11232,If True will check only the 3D part of the affine matrices when they have more dimensions.,1.0
11233,csp.support_pruning(),0.0
11234,return o.__repr__(),0.0
11235,"EnterpriseCourseEnrollment = apps.get_model('enterprise', 'EnterpriseCourseEnrollment')",0.0
11236,zero pad start of x so first frame can recover first true samples of x,1.0
11237,key2 in tempcpdict[key1] and,0.0
11238,"with open(source, 'rb') as f:",0.0
11239,self._edges.append(e),0.0
11240,def get_indices_list(s: Any) -> List[str]:,0.0
11241,"ys : list[float], optional",1.0
11242,while m < 0:,0.0
11243,```bash,1.0
11244,does_match = pattern.match(match_against),0.0
11245,def refresh(self):,0.0
11246,"...     start_date='20140606', end_date='20140609',",1.0
11247,raise n_exc.NotAuthorized(),0.0
11248,return app,0.0
11249,for handler in readable:,0.0
11250,"Main loop is running, we should be ready to make bluez DBus calls.",1.0
11251,"old.submissions_url = exercise[""exercise_submissions_url""]",0.0
11252,XOR if we have a connection,1.0
11253,"self._emu.hook_add(UC_HOOK_MEM_READ, self._hook_xfer_mem)",0.0
11254,"'<format name=""ris"" type=""application/x-research-info-systems"" />',",0.0
11255,"([app_dir], '%s-build' % app),",0.0
11256,status = self.critical,0.0
11257,obj = cls(,0.0
11258,help='time format string'),0.0
11259,"def keypoint_random_crop(image, annos, mask=None, size=(368, 368)):",0.0
11260,"tf.group(*self._apply_stats(stats_list, varlist)), tf.no_op)",1.0
11261,abf=ABF(theABF),0.0
11262,Printer.print_error('Could not get build job `{}`.'.format(_build)),0.0
11263,Parameters:,1.0
11264,else:,0.0
11265,return saveAs,0.0
11266,for path in need_create:,0.0
11267,one stop and the next.,1.0
11268,filter(models.IPAddress.allocated_at != null()).\,0.0
11269,"parts[1] = re.sub('\$', 'L_', parts[1])",1.0
11270,except http.exceptions.BaseHTTPException as e:,0.0
11271,Remove a module named NAME. Will remove the first resolved module named NAME. You can also specify a full path to a module. Use the --local option,1.0
11272,feature_rad : float,1.0
11273,"Also note, that if a default value was used, it will be logged with",1.0
11274,except Error as error:,0.0
11275,"def cancel(batch_fn, cancel_fn, ops):",0.0
11276,def draw(self):,0.0
11277,"self.dP_dT_g, self.dP_dV_g, self.dV_dT_g = dP_dT, dP_dV, dV_dT",0.0
11278,"spreadOffsets.insert(0, (0,0))",0.0
11279,"Advapi32Const.KP_IV,",0.0
11280,"Login succeeded, so we haven't yet changed the password, so use the default password.",1.0
11281,T : float,1.0
11282,path = '/' + self.api_version + '/ConferenceUndeaf/',0.0
11283,subset = [r],0.0
11284,"logging.info(""[Database] valid log: "" + _log)",0.0
11285,"The (y,x) shape of the mask in units of pixels.",1.0
11286,result = '',0.0
11287,"return False, reason",0.0
11288,nall_mask = seqview[:] == 78,0.0
11289,"for xc, xk in zip(xmatchto, xmatchkeys):",0.0
11290,raise TypeError(pretty_message(,0.0
11291,total = sum(len(mutations) for mutations in mutations_by_file.values()),0.0
11292,lineinfo = '{}:{} {}: '.format(,0.0
11293,update the columns in the overall dict from the results of the,1.0
11294,def save_config_variables(self):,0.0
11295,"Draw triangle with points x0,y0 - x1,y1 - x2,y2",1.0
11296,if process.returncode > 0:,0.0
11297,and distributed learning behavior of agents/models.,1.0
11298,"def plot3D(X, Y, Z):",0.0
11299,if minor_breaks:,0.0
11300,"""logs_dir"": {",0.0
11301,ia.do_assert(image.dtype.type == np.uint8),0.0
11302,>>> import pytest,1.0
